likes,screen_name,text,timestamp,tweet_id,user_id,username,city
0,15YungWavy,youre even sensitive perceptive usual making cancer,2020-04-24 22:00:08,1253805955222925312,569797768,el guapo,Toronto
2,Landorcan,hope days many pain free two parents went cancer glad canadian never fear costs,2020-04-24 21:54:41,1253804581152124928,424047059,jim,Toronto
2,reworktheatre,really lovely discussion friend collaborator daniel brooks work since cancer diagnosis,2020-04-24 21:44:19,1253801972525867008,3029415982,rework productions,Toronto
2,zipbolang,verbastardy best thoughts family mom beat breast cancer twice dad 80s beat 2 types cancer expert misdiagnosed ounce toughness mum dads special kind warrior love pictwittercomexlznqlnoj,2020-04-24 21:39:01,1253800640658227200,92345899,alessandro,Toronto
14,nikostratis,dont believe astrology think bunch hooey whenever tell people tell exactly cancer would say need circle become broken,2020-04-24 21:37:53,1253800353532952576,1003724318621069312,niko stratis,Toronto
0,wdsg761ajdj,thankyou jd mentioning saskatchewan well torontoian lives regina new cancer patient allen blair cancer deserves johnny welcome time get across provincial borders,2020-04-24 21:32:59,1253799119715360768,1372938726,sharon g,Toronto
16,d_chua,beautiful piece nestruck conversations one great theatre directors daniel brooks age 61 living stagefour lung cancer since 2018,2020-04-24 21:32:46,1253799067290927104,18080289,derrick chua,Toronto
6,JulieDaniluk,mushrooms proven effective stress support immune system anticancer properties specifically reishi try shiitake mushrooms stainless steel pan coat coconut oil coconut aminos spices bake 30 minutes low broil pictwittercom7vbub6z7dr,2020-04-24 21:19:52,1253795819788079104,31516883,julie daniluk nutritionist,Toronto
0,bear_sue,im blood thinners cancer everything else though lol fighting coronavirus almost 2 weeks think coughing ive reading,2020-04-24 21:17:37,1253795254282616832,77897357,sue cornwall,Toronto
1,MeeshaMailia,cancer reach animal abusers fast enough swear ripping sob arms legs would kind punishment,2020-04-24 21:11:20,1253793671465570304,754428545267408896,mailia meesha,Toronto
2,samanthaxled,love reading thread order air signs libra aqua gemini earth signs taurus capricorn virgo fire signs sag aries leo water signs scorpio pisces cancer,2020-04-24 21:09:00,1253793086444113920,1068249919281119232,,Toronto
0,Cilla_O,youre even sensitive perceptive usual making cancer,2020-04-24 21:00:18,1253790895968673792,58576905,csto,Toronto
0,CanalesPariah,youre even sensitive perceptive usual making cancer,2020-04-24 21:00:14,1253790878688149504,2807207910,pariahcanales,Toronto
0,curtimane,wonder realize people still dying cancer heart disease flu car crashes whatever else like say like went away,2020-04-24 20:57:07,1253790093183197184,312259712,gs curti,Toronto
8,teeniemartini,sending extra prayers positive thoughtshe kicked lung cancer could fight survive hugs,2020-04-24 20:55:04,1253789579506843648,448437661,carol,Toronto
2,dforthandbview,aware obesity cancer heart disease contagious,2020-04-24 20:54:24,1253789412502224896,1470041725,markus,Toronto
2,pattijay,well rudy clears throat cancer obesity heart disease contagious understanding clear stutter,2020-04-24 20:13:34,1253779133869539328,16354983,pattijay,Toronto
0,cmdp__,moons cancer rising gemini dont ask im cause answer mentally ill,2020-04-24 20:12:09,1253778777278230528,879399921237020672,,Toronto
1,GrahamCracka07,something like disinfectant know like chemo drugs people inject body get rid cancer cells said stupid yes claiming said also said doctors go inject,2020-04-24 20:11:43,1253778667764887552,1312454412,graham carter,Toronto
0,teeniemartini,battled throat cancer 2 years kicked ass stupid questions bully,2020-04-24 20:10:42,1253778415381098496,448437661,carol,Toronto
5,adrianwkcheung,whenever start reopen society hospitals go first er docs like davidcarr333 say theyre worried noncoronavirus cases heart attacks cancer strokes going undetected todays torontostar thismatters,2020-04-24 20:02:12,1253776274142703616,27973500,adrian cheung,Toronto
0,phoebe35414064,youre even sensitive perceptive usual making cancer,2020-04-24 20:00:16,1253775789008420864,505182490,phoebe,Toronto
0,Fxckyourgirl_,youre even sensitive perceptive usual making cancer,2020-04-24 20:00:15,1253775782482079744,2269306289,carissafasciano,Toronto
0,mayahoodblog,גם זה יעבר friend daughters hand got tattoo mom diagnosed cancer also happened one moms favorite sayings shall,2020-04-24 19:56:15,1253774776302256128,21969497,maya fitzpatrick,Toronto
2,lisa_rsj,trumps bleach intel came selfdescribed archbishop florida biz claims church actually producer chlorine dioxide bleach says cures 99 illness including cancer malaria autism cantmakethisshitup,2020-04-24 19:48:48,1253772901993545728,323309983,lisa taylor,Toronto
1,JadnParis,fuck hypebeasts fuck resellers yall cancer,2020-04-24 19:41:32,1253771074443108352,3663888795,get em next time champ,Toronto
1,CNETSCanada,survey understanding experiences individuals cancer coronavirus pan pictwittercomh8qdbgl81j,2020-04-24 19:41:27,1253771052678811648,390974175,cnets,Toronto
15,ImSpartan17,1952 baby born pakistan 1971 debut pakistan 1982 captain pakistan 1992 wins world cup 1992 awarded hilaliimtiaz 1994 opens 1st cancer hospital 2010 icc hall fame 2015 2nd cancer hospital 2018 prime minister pakistan 24yearsofstrugglepictwittercomlkcs9g8tso,2020-04-24 19:37:07,1253769961480257536,3859621936,spartan,Toronto
0,NoufAhmedAlham2,despite cumulative evidence years linked smoking chronic diseasesatherosclerosis different kinds cancers still see every posting imaging start solution actions warranted,2020-04-24 19:22:36,1253766310082818048,1249169551180337152,nouf al hemmadi,Toronto
17,BeeKind15,mean guy said could try nuking hurricane windmills cause cancer shocked,2020-04-24 19:17:32,1253765033567367168,1102568159947694080,byrds bees,Toronto
9,RDValerie,strong link mycotoxins autism well links immune deficiency cancer longterm exposure addition cheap coffee plantbased milk substantial sources well 2 links,2020-04-24 19:14:58,1253764389548802048,3065599500,valeria rd mph,Toronto
28,reyribz,ramadan extra special im reminded allah blessed many ways experience saying f u thyroid cancer losing recovering hearing loss walking away minor injuries horrific car accident wild 12 months,2020-04-24 19:10:02,1253763145920851968,166039185,loki,Toronto
2,octsvryfinest,aunt beat cancer,2020-04-24 19:02:19,1253761205522632704,975598903499223040,octobers finest,Toronto
3,OncEd,join drcheemacancer normandblais dr randeep sangha casebased discussion lungcancer complimentary webinar focused cancercare coronavirus pictwittercom528zavw2sy,2020-04-24 19:01:43,1253761053588062208,84617554,oncologyeducation,Toronto
0,dameronpoet,hi friends light pandemic sl10k virtual ill running memory mom passed 13 yrs ago campooch help give magic camp children families affected childhood cancer westillrunforooch,2020-04-24 19:01:13,1253760929407393792,1155030091,poet dameron,Toronto
0,ZintiatKolly,youre even sensitive perceptive usual making cancer,2020-04-24 19:00:38,1253760780270370816,1216136245,zintiat,Toronto
0,awfullyamanda,youre even sensitive perceptive usual making cancer,2020-04-24 19:00:13,1253760674850734080,47913200,amanda yong,Toronto
13,kaarirose,contribution infertilityawarenessweek many cancer treatments cause infertility thanks quickthinking friend specialist talk options day cancer diagnosis maybe friend someone one day,2020-04-24 18:53:36,1253759009884168192,378313692,kaari,Toronto
1,MarkFrancis228,uv attacks bacteria viruses damaging dna strands human cells repair damage whereas viruses bacteria cant however also uv causes cancer efficacy clear trump even less,2020-04-24 18:51:55,1253758587429629952,16988701,korptopia every day nowday,Toronto
1,a1icia_,gorll posted shit said every time u menstrual cycle youre increasing risk cancer people delusional scurry,2020-04-24 18:47:35,1253757495815921664,28944393,nix,Toronto
13,ShreySindhwani,thank drs mooney irenedlz wyssinstitute hseas beautifully crafted piece thanks drs nomadchemist dutta nie bioengatil chemistryuiuc overview cancer nanomedicine thanks naturematerials highlighting need fundamental work,2020-04-24 18:47:21,1253757437695397888,1400020082,shrey sindhwani,Toronto
2,PerimeterMed,cprittexas perimeter medical imaging receives 744 million cprit grant develop ai imgassist technology leading cancer centers texas,2020-04-24 18:43:18,1253756417347129344,1511575926,perimeter medical imaging,Toronto
0,TurkerNational,paige adds 5m goldman sachs double aibased cancer therapies techcrunch,2020-04-24 18:06:41,1253747204495495168,616219267,kristy milland ⁷,Toronto
0,roksanaBABIAK,youre even sensitive perceptive usual making cancer,2020-04-24 18:00:09,1253745558079979520,199879616,roksana,Toronto
0,randomlyoutput,got ta admit watching folks fall back lightuvc studying effectiveness something know causes cellular damage increased risk cancer humans isnt equally dumb kinda concerning hopefully hospitals prepped uvc lamp burns,2020-04-24 17:56:04,1253744532480577536,1458066398,dave,Toronto
0,Deb27158071,chemo radiation used fight cancer effects devastating usually give years causing often debilitating damage body,2020-04-24 17:55:37,1253744417447522304,998545043920228352,phoenix,Toronto
0,sadgaljosie_,aries sun cancer moon scorpio rising pisces mercury taurus mars,2020-04-24 17:45:23,1253741843688443904,954745380,josie,Toronto
0,GrahamCracka07,also chemotheraphy literally injecting something destroy cancer cells think dumb way explain medical procedure similar yes 100 thats reported,2020-04-24 17:43:15,1253741307622830080,1312454412,graham carter,Toronto
1,The6ixFan,im still waiting windmill factories put statement windmills dont cause cancer suggested president united states trumpdisinfectant,2020-04-24 17:38:02,1253739992310001664,2952276868,the6ixfan,Toronto
0,GrahamCracka07,oh btw since dont understand actual analysis trump says anymore chemotheraphy destroying cancer cells good example trying explain thats context people claim intellectual superiority guy youre winning,2020-04-24 17:36:39,1253739646057676800,1312454412,graham carter,Toronto
0,gerrybuddy,thats correctthats lots sunlight longterm cause skin cancerwhat makes sense try apply direct localized therapy sick tissue dont know would useful situation djt specifically said ask doctors,2020-04-24 17:35:01,1253739235246592000,580495050,gerrybuddy,Toronto
1,GrahamCracka07,read quote response quote trump said directly look bungle simple explanation say chemotherapy works destroy cancer yes 100 say inject bleach cure coronavirus,2020-04-24 17:34:19,1253739057336791040,1312454412,graham carter,Toronto
0,Billius27,provide data way know try estimate net impact coronavirus vs normal deaths due heart cancer etc look comparisons provided im open scientific data shows lots would died anyways coronavirus overestimated,2020-04-24 17:30:48,1253738172309217280,885891622919184384,bill comeau stayathome save lives,Toronto
0,Rundvelt,yeah like theres things like chemotherapy inject toxic substances kill cancer comments uninformedstupid virus wont respond completely line,2020-04-24 17:18:33,1253735090020122624,410419156,rundvelt,Toronto
0,LFaraday,cant spread cancer heart disease like virus stupid ingested much koolaid coronavirusiots,2020-04-24 17:15:49,1253734402212929536,3032745635,l faraday liberal trudeau,Toronto
1,LFaraday,wtf friend started kidney cancer went thyroid lymph nodes three operations cost zero thats criminal,2020-04-24 17:08:07,1253732463911854080,3032745635,l faraday liberal trudeau,Toronto
1,MozesYehudaioff,ah might cancer probably would played dracula frankensteins monster imagine,2020-04-24 17:02:05,1253730945120768000,4831262770,mozes yehudaioff,Toronto
0,KlDRAUHLSGIRL,youre even sensitive perceptive usual making cancer,2020-04-24 17:01:05,1253730693319782400,2300177305,danielle,Toronto
0,LOOOOOONG_DONO,youre even sensitive perceptive usual making cancer,2020-04-24 17:00:45,1253730609299550208,326995101,donavan cortes,Toronto
52,racheldoerrie,cancer obesity heart disease arent contagious highly transmissible thats rudy,2020-04-24 16:51:13,1253728209830584320,2400635306,rachel doerrie,Toronto
0,Xarkom,okay kids young 2 dying cancer death birth mean going selective yeah,2020-04-24 16:50:10,1253727947325943808,434963210,marko rabasovic,Toronto
0,IacovosMichael,coronavirus pandemic severely affecting funding cancer research across world fundraising income significant source income many institutions charities grant agencies inas well terryresearch srccrs pmresearchuhn queenscri ccralliance,2020-04-24 16:46:51,1253727111581491200,912413025415680000,iacovos michael,Toronto
10,rash9000,cancer,2020-04-24 16:46:44,1253727085606178816,45142414,raulhernandez,Toronto
4,FazilaSeker,tune facebook live im chatting lmtantawi ceo komengreaternyc coronavirus impacting breastcancer community epicenter crisis come questions coronavirus cancer komen bcsm,2020-04-24 16:40:37,1253725542232338432,1187047685032960000,fazila seker,Toronto
0,cohealthapp,researchers aim replace animal testing synthetic cell scaffolds additionally electrospun synthetic cell scaffolds consistent animal cells cancer research,2020-04-24 16:30:15,1253722935350767616,3235178460,cohealth,Toronto
2,Dia_volo,funny lets take cancer patient odsp order get treatment ttc bcuz chance getting coronavirus 1 taxi twice day get chemo 3060 5days week thats 1 example,2020-04-24 16:27:57,1253722356159336448,142847511,peter,Toronto
0,paulericmorris,like best song ever paul mccartney wonderful christmas time gets vote always every christmas ruin holiday cheer like recurring radiation resistant prostrate cancer genital herpes,2020-04-24 16:22:12,1253720909879312384,29497382,paul morris,Toronto
0,brock_mcgillis,catch obesity cancer,2020-04-24 16:18:21,1253719942610006016,1636651783,brock mcgillis,Toronto
0,VickiM81561327,guy total idiot contact tracing cancer obesity someone please explain contact tracing means foxnews complete joke,2020-04-24 16:17:04,1253719619426226176,1244300367569072128,vmic,Toronto
0,srtype1309,oooh get like time doctors smoked camel cigarettes lol course cigarettes dont cause cancer lol,2020-04-24 16:16:46,1253719540875366400,4422933492,,Toronto
0,hannorg,yet still cant bring publish books brain dick trying sell stuff pandemic puts category people knowingly sell fake antibiotics faulty lifejackets peddle bogus cancer cures,2020-04-24 16:15:20,1253719179670192128,202220798,hannah guy,Toronto
0,d_rye76,plus nobody getting cancer,2020-04-24 16:13:39,1253718759833063424,159257713,hon dan ryan,Toronto
2,milenangel,physicians tactics intimidation bullying reckless disregard health safety americans physician suppressed dr j mikovits efforts warn public vaccines contaminated w xmrv mouse brain derived virus causing neurological adverse effects cfs cancer etc,2020-04-24 16:12:16,1253718408006455296,25233317,milena alicia,Toronto
10,bill_hutch15,many getting mammographies colonoscopies tests treat cancer early living pain surgery postponed,2020-04-24 16:10:27,1253717953276772352,71113375,bill hutchison,Toronto
2,HelenAndrolia,explanation hadnt contracted coronavirus would still living cancer survivor,2020-04-24 16:04:12,1253716377694883840,468752725,helen androlia,Toronto
0,RikkiSherren,youre even sensitive perceptive usual making cancer,2020-04-24 16:01:27,1253715688683794432,2334760438,rikkileigh sherren,Toronto
0,ThrivingWriter,youre even sensitive perceptive usual making cancer,2020-04-24 16:01:19,1253715654932217856,252281514,denise c byers ba,Toronto
0,MissMajor420,youre even sensitive perceptive usual making cancer,2020-04-24 16:00:45,1253715510610411520,48265151,major,Toronto
1,AdamGillisTO,cancer airborne virus,2020-04-24 15:58:30,1253714946699005952,838183495101005824,adam j gillis,Toronto
2,aka_Reynolds,assuming actually wins lest forget campaign derailed cancer rob still chance,2020-04-24 15:34:21,1253708868271714304,602920371,daniel reynolds,Toronto
0,milenangel,havas discussing 5g experiment november 2019 via youtube health effects emfs reproductive cancers mental 10 min wifi exposure makes blood cells stick together blood unable efficiently carry o2 nutrients cells excrete waste,2020-04-24 15:27:58,1253707261022801920,25233317,milena alicia,Toronto
1,CAPO_ACOP,coronavirus cancer tips physical distancing,2020-04-24 15:23:08,1253706043630239744,253755682,capo,Toronto
0,CellGVT,breastfeeding may lower risk ovarian cancer,2020-04-24 15:22:11,1253705805859360768,972937497255776256,cellgevity power,Toronto
4,CathyMurphy02,running find cure breast cancer please join journey able pictwittercomupkrdestxy,2020-04-24 15:20:16,1253705324026085376,1125422871105363968,cathy murphy,Toronto
3,crewfoxxx,cancer leo scorpio dont worry venus gemini pictwittercom3h0hou4ois,2020-04-24 15:19:28,1253705123668332544,928724577445957632,ℂ𝕣𝕖𝕨 𝔽𝕠𝕩𝕩𝕩,Toronto
0,sarahhpedroo,youre even sensitive perceptive usual making cancer,2020-04-24 15:01:25,1253700580901441536,440165978,sp,Toronto
0,sarahmtc,youre even sensitive perceptive usual making cancer,2020-04-24 15:01:16,1253700542066352128,27501221,sarahmichelle,Toronto
0,hoots6984,youre even sensitive perceptive usual making cancer,2020-04-24 15:00:11,1253700270699118592,28401505,hoots,Toronto
8,CurtTalksTV,april 24 quarantine day 42 planets feelings bet rest solar system would look earth planetcancer get well soon earth know youll beat people problem sending positive thoughts asteroids way,2020-04-24 14:57:06,1253699493507317760,385080439,curt bennett,Toronto
1,tatywab,lmao always hater wont take comin cancer,2020-04-24 14:56:38,1253699376876306432,4541361493,tatyanna wab,Toronto
1,richardtweiser,hope writing helping dad died friday cancer coronavirus im poem stage grief yet,2020-04-24 14:55:44,1253699147502424064,14630300,fiat lox,Toronto
1,GunningLabUofT,third contribution cancersmdpi special issue targeting stat3 stat5 cancer colleagues vetmedunivienna medunivienna gicctours cemmnews online,2020-04-24 14:51:21,1253698044790439936,1207148702877540352,gunning group,Toronto
0,szturmowka,youre even sensitive perceptive usual making cancer,2020-04-24 14:32:14,1253693235412602880,215284027,marek luszczyszyn,Toronto
0,Nashylaa_,youre even sensitive perceptive usual making cancer,2020-04-24 14:31:40,1253693093884223488,205026914,shylaa,Toronto
0,nicolexox_,youre even sensitive perceptive usual making cancer,2020-04-24 14:30:32,1253692809321668608,281215588,nicole,Toronto
2,Arysaf,medical physics phd candidate absolutely hilarious imagine shinning uv light directly inside body reason wear sunscreen uv light breaks double helix dna strands causes cancer even layer dead skin imagine,2020-04-24 14:24:07,1253691191629164544,204201790,drheem,Toronto
0,jamajesticgoose,probably pointed cant catch cancer someone else would obvious rudy attack unquestionable intelligence loyalty american something,2020-04-24 14:08:23,1253687231660863488,1115218105569927168,tobiasmasonpark,Toronto
0,kylegottfanss,youre even sensitive perceptive usual making cancer,2020-04-24 14:01:53,1253685598805561344,491468140,therealkaybrother,Toronto
0,Rundvelt,yeah like valid treatments cancer involve injecting toxic chemicals,2020-04-24 14:01:50,1253685584691937280,410419156,rundvelt,Toronto
0,yurdifferent,youre even sensitive perceptive usual making cancer,2020-04-24 14:01:18,1253685450411143168,198608221,yolanda,Toronto
0,kizzycourtney,youre even sensitive perceptive usual making cancer,2020-04-24 14:00:25,1253685230071767040,551897082,kizzy,Toronto
0,AmigaTaylor,youre even sensitive perceptive usual making cancer,2020-04-24 14:00:12,1253685175990419456,43897701,amiga taylor,Toronto
2,jamajesticgoose,well lets ask droz thinks get catch disease cancer like catch cold dr oz well see thats appetizing opportunity,2020-04-24 13:56:11,1253684162755735552,1115218105569927168,tobiasmasonpark,Toronto
0,scoutkayaker,wasnt mocking hes witless realize cancer obesity heart disease arent contagious although taking look magat crowd concede predisposition likely exists likely influence conditions amongst cult,2020-04-24 13:48:41,1253682276514312192,524789620,penny baldwinfrench,Toronto
0,AndrewJabra,hes former cancer patient arash battled lymphoma recently great tweet whatsoever sorry,2020-04-24 13:46:37,1253681757582475264,20925366,andrew jabra pharmd rph,Toronto
0,livescience_t,noninvasive imaging technique could reduce need repeat cancer surgeries physicschemistrypictwittercomr1jupeldtp,2020-04-24 13:45:38,1253681508105236480,856350439478001664,livesciencetech,Toronto
7,Uri_Tabori,thanks inviting part podcast sickkids find research cmmrd rare cancer predisposition syndrome try help childhoodcancer,2020-04-24 13:45:10,1253681390828257280,891849564109647872,uri tabori,Toronto
1,cathy_biase,testosterone levels affect risk diabetes cancer,2020-04-24 13:35:01,1253678836354633728,2866373863,cathy biase,Toronto
0,ValenzuelaPost,dispatches pandemic recognize weird silver lining terminal cancer experience metastatic breast cancer prepared coronavirus pandemic,2020-04-24 13:32:29,1253678198807724032,3316713321,valenzuelapost,Toronto
0,BeRealInThe6,including yellow hair crazy dont know cancer well heart disease arent contagious,2020-04-24 13:31:53,1253678049658363904,847472081671303168,celine,Toronto
0,DatnigguhBigC_,youre even sensitive perceptive usual making cancer,2020-04-24 13:06:34,1253671675947671552,575632202,knowledgeable,Toronto
0,GrantPadley,dont know long halcyon days worry windmill cancer nuking hurricanes trumppressbriefing,2020-04-24 13:06:25,1253671639495122944,2277745171,grant padley,Toronto
0,Makimoments,prostate cancer,2020-04-24 13:05:46,1253671477066555392,756846359735595008,juliette,Toronto
0,__mxxa,youre even sensitive perceptive usual making cancer,2020-04-24 13:04:15,1253671095342751744,739719049,myya,Toronto
0,tiffytoffeexo,youre even sensitive perceptive usual making cancer,2020-04-24 13:04:11,1253671077265326080,2344785336,tiffani,Toronto
0,Xoxopaau,youre even sensitive perceptive usual making cancer,2020-04-24 13:03:55,1253671009879592960,290222275,paula diaz,Toronto
0,kimdelasalas,youre even sensitive perceptive usual making cancer,2020-04-24 13:03:39,1253670941076254720,58943933,kimberly de las alas,Toronto
0,Adr_arruda,youre even sensitive perceptive usual making cancer,2020-04-24 13:03:11,1253670824902451200,40515529,arruda,Toronto
0,mimmmms_,youre even sensitive perceptive usual making cancer,2020-04-24 13:02:17,1253670597533425664,232294106,mimi,Toronto
0,tempest537,youre even sensitive perceptive usual making cancer,2020-04-24 13:02:14,1253670585722261504,134577186,sam bullock,Toronto
0,_BurhanTahir,youre even sensitive perceptive usual making cancer,2020-04-24 13:01:11,1253670320319295488,417522844,burhan tahir,Toronto
1,mrjingl22054002,cancer,2020-04-24 12:31:50,1253662933902647296,1187713942447185920,mr jingles,Toronto
1,teaboz100,youre even sensitive perceptive usual making cancer,2020-04-24 12:31:46,1253662917100097536,415419005,tamara,Toronto
0,ColdestWynter11,youre even sensitive perceptive usual making cancer,2020-04-24 12:31:00,1253662725156139008,262309929,whatsbeenmissing,Toronto
0,Khuunley,youre even sensitive perceptive usual making cancer,2020-04-24 12:30:41,1253662648127741952,109233115,olakunle oladesu,Toronto
0,_melissaanneee,youre even sensitive perceptive usual making cancer,2020-04-24 12:30:40,1253662640301203456,51765390,melissa martins,Toronto
0,Kait_Cockburn,youre even sensitive perceptive usual making cancer,2020-04-24 12:30:36,1253662625595944960,389276596,kaitlin cockburn,Toronto
6,t_e_knight,mean easy kill coronavirus cancer cells bacteria anything else trick avoid killing patient,2020-04-24 12:21:55,1253660438501474304,877937741048270848,tristan knight md frcpc,Toronto
0,LiverToronto,order labs uhn st mikes age virtual medicine outpatients pay ast ggt since february 2020 told fair see lot alcohol related liver disease cirrhosis cancer alcohol invisibledisease,2020-04-24 12:10:47,1253657637717245952,1220111574175756288,david wong,Toronto
0,kev_toronto,dr rudy thinks also contact trace cancer corona virus think trumpies get together hug realize stupid people listen,2020-04-24 12:10:14,1253657499485515776,1057327131787739136,,Toronto
0,AlexJuinor843,youre even sensitive perceptive usual making cancer,2020-04-24 12:01:21,1253655263887781888,1145771492,aaa,Toronto
0,HallettMel,youre even sensitive perceptive usual making cancer,2020-04-24 12:01:17,1253655248981291008,2611971943,mel,Toronto
0,SincereElla,youre even sensitive perceptive usual making cancer,2020-04-24 12:01:02,1253655184472862720,296096152,noella,Toronto
1,mrjingl22054002,browns showing improvement obj cancer bad amazing talent suffers trump syndrome,2020-04-24 11:58:59,1253654668057640960,1187713942447185920,mr jingles,Toronto
3,HelenAndrolia,mortality rate 100 doesnt really matter listen deciding acceptable risk shrugging away human life hed beaten cancer,2020-04-24 11:50:58,1253652652149411840,468752725,helen androlia,Toronto
0,kaydaddy_,youre even sensitive perceptive usual making cancer,2020-04-24 11:30:37,1253647529549246464,151223655,kat,Toronto
0,gevans416,youre even sensitive perceptive usual making cancer,2020-04-24 11:30:14,1253647434460172288,250398382,george evans,Toronto
1,realdrsix,record uv light carcinogenic people get skin cancer inject bleach realdonaldtrump,2020-04-24 11:24:50,1253646075270922240,169695637,dr6ix,Toronto
0,Shapiro_Dan,rudy giuliani said fox news dont tracing cancer patients would coronavirus good mayor,2020-04-24 11:08:08,1253641873660555264,387737275,daniel shapiro,Toronto
0,larrykay74,youre even sensitive perceptive usual making cancer,2020-04-24 11:02:21,1253640417058279424,237960443,kunle daniels,Toronto
0,TeamFalsetto,youre even sensitive perceptive usual making cancer,2020-04-24 10:32:00,1253632777666195456,79862255,elam,Toronto
0,my2girlskc,youre even sensitive perceptive usual making cancer,2020-04-24 10:31:23,1253632624498630656,36352657,alyson,Toronto
0,infinitykate,youre even sensitive perceptive usual making cancer,2020-04-24 10:31:08,1253632559340122112,23898439,kate norris,Toronto
0,priscilla_sings,youre even sensitive perceptive usual making cancer,2020-04-24 10:30:53,1253632499567038464,161752145,priscilla,Toronto
0,MallyKayLewis,youre even sensitive perceptive usual making cancer,2020-04-24 10:30:34,1253632416603705344,34665183,reckless colour,Toronto
0,xxoshanelle,youre even sensitive perceptive usual making cancer,2020-04-24 10:30:23,1253632372169273344,28207295,شانيل,Toronto
0,MacDKB,president trump recently suggested using uv light kill coronavirus inside body farfetched might seem radiation therapy used treat cancer im certain lots research done already maybe time revisit possibility,2020-04-24 10:22:16,1253630329656614912,796952595424231424,brian keith macdonald,Toronto
2,mynameisaliali,whoever hacked sonders spotify release cancer track moms whore,2020-04-24 10:20:22,1253629849454903296,575797658,bob welch,Toronto
0,Randolph_L30,youre even sensitive perceptive usual making cancer,2020-04-24 10:01:20,1253625062608994304,956295571,rl,Toronto
0,0Sharon0,youre even sensitive perceptive usual making cancer,2020-04-24 10:01:13,1253625032703500288,21454166,sharon walker,Toronto
0,jasdalpe,youre even sensitive perceptive usual making cancer,2020-04-24 10:00:55,1253624956883095552,836854003,jas,Toronto
0,MarcusKWade,youre even sensitive perceptive usual making cancer,2020-04-24 10:00:48,1253624928227569664,442386039,kenneth marcus,Toronto
0,Richelledolce,youre even sensitive perceptive usual making cancer,2020-04-24 09:30:37,1253617330514350080,50800169,,Toronto
0,afterpartyto,youre even sensitive perceptive usual making cancer,2020-04-24 09:30:21,1253617263673880576,24174957,afterpartyto,Toronto
0,jaymeebaby,youre even sensitive perceptive usual making cancer,2020-04-24 09:30:10,1253617218211872768,549742118,jayme,Toronto
1,fedexiv,grew poor uninsurable chronically ill america moving canada life changing cant bring parents cancer border sucks much people look ask bernie people angry,2020-04-24 08:55:01,1253608371929911296,3283069831,travis goddamn super hero,Toronto
0,JacqieJaguar,sounds like jersey shore treatment know skin cancer,2020-04-24 07:46:22,1253591097806409728,158741678,jacqie,Toronto
1,petitben59,know recent history pakistan unquestionable power mullah mufti didnt started overthrow zulfikar ali bhutto pakistan armed forces beginning religious cancer eating away aspects pakistani society,2020-04-24 07:13:46,1253582892313255936,204316517,ben youssef,Toronto
0,AndreMi97446201,youre even sensitive perceptive usual making cancer,2020-04-24 07:02:54,1253580155059965952,1091848526689193984,drizaydre1000,Toronto
0,Drahmahofficial,african parents fear communicate openly kids think good next telling cancer years,2020-04-24 05:12:50,1253552456140763136,100479447,drahmah,Toronto
1,ABC_program_,breast cancer graduates please join founder alicia vianga abc ambassadors three incredible life coaches carolyn dickinson rose munroe claire hillsdenyer first many zoominar rsvp infoafterbreastcancerca afterbreastcancerpictwittercom7hsb1lxqso,2020-04-24 05:10:03,1253551758267297792,754515937,breast cancer,Toronto
0,Jason___Murray,china worlds cancer,2020-04-24 04:52:04,1253547230012858368,962106146789187584,jason murray,Toronto
1,prxity_,wow know many cancers virgos twin flame,2020-04-24 03:55:37,1253533025595535360,1078759364910108672,third eye shawts,Toronto
0,JaneeDoughhh_,claps twice cancer men approach cant buy bday gift longer birthday mine,2020-04-24 03:43:04,1253529867339157504,158549936,lltl,Toronto
0,DavidHunterTO,well sure cancer contact tracing rank stupidity,2020-04-24 03:21:17,1253524383353667584,394634760,david hunter,Toronto
1,ImpatienTourist,yeah college cancer,2020-04-24 03:19:06,1253523837842534400,840974415554846720,impatient tourist,Toronto
1,JaneeDoughhh_,always wanted cancer nigga see like dealing,2020-04-24 03:05:14,1253520347074363392,158549936,lltl,Toronto
1,LitLat,morethanmysle theautismdad yes dis thisme cancer survivor says hard,2020-04-24 02:53:12,1253517317373407232,21583864,lydia,Toronto
2,Jojo197040,knew wasnt cancer traitor,2020-04-24 02:53:01,1253517273085751296,108443782,jody donohue,Toronto
0,moonnearthh,lol cancer moon accurate fuck hahahahdbsjsbdbw,2020-04-24 02:51:17,1253516834957144064,701972714878205952,c,Toronto
0,ksprackk,people lot worry coronavirus point lol cancer anyone,2020-04-24 02:47:40,1253515923782336512,1110349453871837184,kayla spracklin,Toronto
6,laurentheflute,looking weird physical symptom online say probably cancer matter right common occurrence joke dont take seriously right,2020-04-24 02:37:28,1253513356595605504,326808382,lauren flute,Toronto
0,definitelyguru,mention spike skin cancer cause,2020-04-24 02:22:49,1253509670003707904,949633796,céline nicolas,Toronto
1,Kdubya85,post still misleading young healthy person 2 time cancer survivor,2020-04-24 01:36:21,1253497979333468160,720032466971529216,kevin woods,Toronto
1,dannixon84,69 years old cancer survivor yikes mike,2020-04-24 01:31:49,1253496837102882816,163703013,dan nixon,Toronto
1,DesiDaKidd_,sir cancers like,2020-04-24 01:31:07,1253496659742461952,1180115338140237824,mother earth,Toronto
